cwit_id,crid,gender,age,race,race_edit,final_outcome_highest
10843,1063278,F,65.3,BLACK,Black,not-sustained
10844,1063286,M,38.6,WHITE,White,not-sustained
10845,1063290,F,,WHITE HISPANIC,White/Hispanic,unknown
10846,1063291,F,,WHITE HISPANIC,White/Hispanic,not-sustained
10847,1063292,M,30.6,WHITE HISPANIC,White/Hispanic,unknown
10848,1063297,M,44.6,WHITE,White,unknown
10849,1063300,F,24.3,WHITE,White,unknown
10850,1063301,F,46.8,BLACK,Black,not-sustained
10851,1063305,M,40.5,WHITE HISPANIC,White/Hispanic,not-sustained
10852,1063311,M,41.0,BLACK,Black,not-sustained
10853,1063312,M,24.2,WHITE,White,unknown
10854,1063316,M,26.2,BLACK,Black,not-sustained
10855,1063317,M,25.8,WHITE HISPANIC,White/Hispanic,unknown
10856,1063319,M,81.3,WHITE,White,not-sustained
10857,1063320,M,39.6,BLACK,Black,unknown
10858,1063322,M,24.4,BLACK,Black,not-sustained
10859,1063324,F,37.0,WHITE,White,not-sustained
10860,1063327,F,25.6,WHITE,White,not-sustained
10861,1063328,F,,WHITE,White,unknown
10862,1063330,F,40.5,BLACK,Black,unknown
10863,1063332,M,55.0,BLACK,Black,not-sustained
10864,1063333,M,53.3,BLACK,Black,open-investigation
10865,1063334,M,34.9,WHITE,White,unknown
10866,1063335,M,35.7,WHITE,White,not-sustained
10867,1063336,M,25.7,WHITE,White,unknown
10868,1063337,F,40.5,BLACK,Black,not-sustained
10869,1063339,M,49.3,WHITE,White,unknown
10870,1063340,M,31.5,BLACK,Black,unknown
10871,1063346,F,,BLACK,Black,not-sustained
10872,1063349,M,30.8,BLACK,Black,not-sustained
10873,1063350,F,33.7,BLACK,Black,unknown
10874,1063354,M,47.9,ASIAN/PACIFIC ISLANDER,Asian,unknown
10875,1063355,M,21.2,BLACK,Black,unknown
10876,1063356,M,39.4,BLACK,Black,unknown
10877,1063358,F,55.1,BLACK,Black,open-investigation
10878,1063359,M,47.2,BLACK,Black,unknown
10879,1063360,M,24.9,WHITE,White,unknown
10880,1063361,M,39.4,BLACK,Black,not-sustained
10881,1063364,M,54.0,BLACK,Black,open-investigation
10882,1063365,M,67.9,BLACK,Black,not-sustained
10883,1063371,M,49.5,BLACK,Black,disciplined
10884,1063374,F,55.8,BLACK,Black,not-sustained
10885,1063375,F,33.1,BLACK,Black,unknown
10886,1063376,M,59.8,WHITE,White,open-investigation
10887,1063378,M,51.4,WHITE,White,disciplined
10888,1063379,M,,UNKNOWN,Unknown,not-sustained
10889,1063380,M,,UNKNOWN,Unknown,not-sustained
10890,1063382,M,30.9,BLACK,Black,not-sustained
10891,1063385,M,51.0,BLACK,Black,not-sustained
10892,1063386,F,36.8,BLACK,Black,unknown
10893,1063387,M,42.3,HISPANIC,Hispanic,sustained
10894,1063389,F,36.5,BLACK,Black,not-sustained
10895,1063390,M,25.7,BLACK,Black,unknown
10896,1063397,M,,BLACK,Black,unknown
10897,1063398,M,38.3,BLACK,Black,not-sustained
10898,1063400,F,,UNKNOWN,Unknown,unknown
10899,1063401,F,22.1,BLACK,Black,unknown
10900,1063403,F,65.4,BLACK,Black,unknown
10901,1063404,M,32.0,BLACK,Black,not-sustained
10902,1063405,M,28.7,BLACK,Black,unknown
10903,1063406,M,24.5,WHITE HISPANIC,White/Hispanic,unknown
10904,1063407,M,42.0,WHITE,White,disciplined
10905,1063409,M,53.7,WHITE,White,disciplined
10906,1063410,F,60.9,BLACK,Black,unknown
10907,1063411,M,56.5,BLACK,Black,unknown
10908,1063412,M,51.1,WHITE,White,disciplined
10909,1063413,M,37.6,BLACK,Black,not-sustained
10910,1063414,M,53.9,BLACK,Black,unknown
10911,1063415,M,32.7,BLACK,Black,not-sustained
10912,1063417,F,35.5,BLACK,Black,not-sustained
10913,1063421,F,36.3,BLACK,Black,unknown
10914,1063423,F,46.6,WHITE,White,not-sustained
10915,1063424,M,50.5,WHITE,White,sustained
10916,1063425,M,64.9,BLACK,Black,not-sustained
10917,1063428,M,48.0,WHITE,White,disciplined
10918,1063429,M,38.3,WHITE,White,open-investigation
10919,1063431,M,61.9,BLACK,Black,disciplined
10920,1063432,M,54.0,WHITE,White,open-investigation
10921,1063433,F,32.7,BLACK,Black,not-sustained
10922,1063437,M,,UNKNOWN,Unknown,open-investigation
10923,1063438,F,31.6,BLACK,Black,not-sustained
10924,1063439,M,56.0,BLACK,Black,not-sustained
10925,1063440,M,50.0,WHITE,White,sustained
10926,1063441,M,50.0,WHITE,White,open-investigation
10927,1063444,M,38.9,BLACK,Black,not-sustained
10928,1063447,M,61.1,WHITE,White,unknown
10929,1063448,M,48.0,WHITE,White,unknown
10930,1063453,F,,UNKNOWN,Unknown,not-sustained
10931,1063454,M,,UNKNOWN,Unknown,unknown
10932,1063456,M,58.5,BLACK,Black,unknown
10933,1063457,M,50.8,WHITE,White,not-sustained
10934,1063458,M,45.7,WHITE,White,disciplined
10935,1063460,M,55.6,WHITE,White,disciplined
10936,1063461,M,45.7,WHITE,White,sustained
10937,1063462,M,45.7,WHITE,White,open-investigation
10938,1063463,M,45.7,WHITE,White,unknown
10939,1063465,M,45.7,WHITE,White,disciplined
10940,1063466,M,45.7,WHITE,White,sustained
10941,1063467,M,46.1,WHITE,White,disciplined
10942,1063468,M,46.1,WHITE,White,disciplined
10943,1063469,M,46.1,WHITE,White,disciplined
10944,1063470,F,38.2,WHITE,White,not-sustained
10945,1063471,F,51.6,BLACK,Black,unknown
10946,1063472,F,51.6,BLACK,Black,open-investigation
10947,1063473,F,51.6,BLACK,Black,unknown
10948,1063474,F,51.6,BLACK,Black,open-investigation
10949,1063475,F,51.6,BLACK,Black,sustained
10950,1063476,M,21.3,BLACK,Black,not-sustained
10951,1063477,M,46.9,BLACK,Black,open-investigation
10952,1063478,F,47.9,BLACK,Black,not-sustained
10953,1063479,M,51.7,WHITE,White,open-investigation
10954,1063481,F,62.2,BLACK,Black,not-sustained
10955,1063482,M,52.9,WHITE,White,disciplined
10956,1063483,M,31.3,BLACK,Black,unknown
10957,1063486,M,28.9,BLACK,Black,not-sustained
10958,1063487,M,51.5,HISPANIC,Hispanic,open-investigation
10959,1063488,M,51.9,ASIAN/PACIFIC ISLANDER,Asian,disciplined
10960,1063489,M,51.9,ASIAN/PACIFIC ISLANDER,Asian,sustained
10961,1063490,M,51.9,ASIAN/PACIFIC ISLANDER,Asian,unknown
10962,1063491,M,51.9,ASIAN/PACIFIC ISLANDER,Asian,disciplined
10963,1063496,F,,BLACK,Black,unknown
10964,1063498,F,25.4,BLACK,Black,open-investigation
10965,1063499,F,36.9,BLACK,Black,unknown
10966,1063502,M,55.6,WHITE,White,open-investigation
10967,1063505,M,25.1,WHITE HISPANIC,White/Hispanic,not-sustained
10968,1063507,M,36.6,BLACK,Black,unknown
10969,1063509,M,53.1,BLACK,Black,not-sustained
10970,1063513,M,55.1,ASIAN/PACIFIC ISLANDER,Asian,not-sustained
10971,1063514,M,26.8,BLACK,Black,unknown
10972,1063516,M,,WHITE HISPANIC,White/Hispanic,unknown
10973,1063518,M,50.2,WHITE,White,unknown
10974,1063519,M,57.0,WHITE,White,unknown
10975,1063520,F,53.8,BLACK,Black,unknown
10976,1063522,M,55.6,WHITE,White,open-investigation
10977,1063523,F,60.7,WHITE,White,open-investigation
10978,1063524,M,54.6,WHITE,White,sustained
10979,1063525,M,54.6,WHITE,White,unknown
10980,1063526,F,38.9,WHITE,White,open-investigation
10981,1063527,M,29.0,WHITE HISPANIC,White/Hispanic,not-sustained
10982,1063528,M,,WHITE,White,unknown
10983,1063529,M,55.7,WHITE,White,sustained
10984,1063530,M,47.0,WHITE,White,sustained
10985,1063531,F,43.0,WHITE,White,unknown
10986,1063532,M,46.7,BLACK,Black,unknown
10987,1063533,M,50.0,WHITE,White,disciplined
10988,1063534,M,46.1,WHITE,White,disciplined
10989,1063535,M,46.1,WHITE,White,open-investigation
10990,1063536,M,39.2,WHITE,White,sustained
10991,1063537,M,41.1,BLACK,Black,disciplined
10992,1063538,M,47.7,HISPANIC,Hispanic,disciplined
10993,1063539,M,42.3,HISPANIC,Hispanic,unknown
10994,1063540,M,42.3,HISPANIC,Hispanic,unknown
10995,1063541,F,63.7,HISPANIC,Hispanic,unknown
10996,1063542,M,45.2,BLACK,Black,unknown
10997,1063543,F,48.4,BLACK,Black,not-sustained
10998,1063546,F,60.1,BLACK,Black,not-sustained
10999,1063547,M,48.9,WHITE,White,sustained
11000,1063548,F,58.8,WHITE,White,not-sustained
11001,1063549,F,45.5,BLACK,Black,sustained
11002,1063550,F,40.1,WHITE,White,unknown
11003,1063551,M,59.8,WHITE,White,open-investigation
11004,1063552,M,59.8,WHITE,White,disciplined
11005,1063553,M,49.7,BLACK,Black,open-investigation
11006,1063554,M,45.3,WHITE,White,disciplined
11007,1063555,M,48.7,WHITE,White,disciplined
11008,1063556,F,58.3,BLACK,Black,disciplined
11009,1063557,F,42.5,WHITE,White,not-sustained
11010,1063560,F,54.5,WHITE,White,not-sustained
11011,1063561,F,54.5,WHITE,White,unknown
11012,1063562,F,40.0,BLACK,Black,not-sustained
11013,1063563,M,59.2,WHITE,White,not-sustained
11014,1063564,M,59.2,WHITE,White,disciplined
11015,1063565,F,36.2,BLACK,Black,unknown
11016,1063566,F,23.5,WHITE,White,unknown
11017,1063567,M,48.9,WHITE,White,disciplined
11018,1063568,M,24.2,BLACK,Black,unknown
11019,1063569,M,35.0,WHITE,White,unknown
11020,1063571,M,,WHITE,White,open-investigation
11021,1063572,F,52.9,BLACK,Black,open-investigation
11022,1063573,M,49.6,HISPANIC,Hispanic,disciplined
11023,1063574,M,49.6,HISPANIC,Hispanic,disciplined
11024,1063575,M,,BLACK,Black,unknown
11025,1063576,F,52.1,BLACK,Black,disciplined
11026,1063578,F,58.8,WHITE,White,not-sustained
11027,1063580,M,,WHITE,White,unknown
11028,1063581,F,57.3,BLACK,Black,disciplined
11029,1063582,M,49.7,BLACK,Black,disciplined
11030,1063583,M,47.5,BLACK,Black,disciplined
11031,1063584,M,44.5,WHITE,White,disciplined
11032,1063585,F,58.3,BLACK,Black,disciplined
11033,1063586,M,47.5,BLACK,Black,open-investigation
11034,1063589,M,52.7,WHITE,White,sustained
11035,1063590,M,52.7,WHITE,White,disciplined
11036,1063591,M,52.7,WHITE,White,disciplined
11037,1063592,M,52.7,WHITE,White,sustained
11038,1063593,M,52.7,WHITE,White,disciplined
11039,1063594,M,52.7,WHITE,White,open-investigation
11040,1063595,M,52.7,WHITE,White,disciplined
11041,1063596,M,35.6,BLACK,Black,unknown
11042,1063598,M,30.7,WHITE HISPANIC,White/Hispanic,unknown
11043,1063607,F,39.6,BLACK,Black,not-sustained
11044,1063610,F,40.6,BLACK,Black,not-sustained
11045,1063617,M,30.8,BLACK,Black,not-sustained
11046,1063618,F,,WHITE,White,unknown
11047,1063620,F,30.0,BLACK,Black,not-sustained
11048,1063621,F,67.8,BLACK,Black,not-sustained
11049,1063622,M,,UNKNOWN,Unknown,not-sustained
11050,1063624,M,32.0,BLACK,Black,not-sustained
11051,1063626,M,26.4,BLACK,Black,not-sustained
11052,1063628,F,26.6,BLACK,Black,not-sustained
11053,1063631,M,45.7,BLACK,Black,not-sustained
11054,1063633,M,57.0,WHITE,White,disciplined
11055,1063634,M,50.9,BLACK,Black,not-sustained
11056,1063637,M,42.5,UNKNOWN,Unknown,not-sustained
11057,1063641,M,51.9,BLACK,Black,disciplined
11058,1063642,M,51.9,BLACK,Black,open-investigation
11059,1063643,M,51.9,BLACK,Black,unknown
11060,1063644,F,42.2,BLACK,Black,unknown
11061,1063648,F,42.6,HISPANIC,Hispanic,open-investigation
11062,1063653,M,35.1,BLACK,Black,open-investigation
11063,1063654,F,,WHITE HISPANIC,White/Hispanic,open-investigation
11064,1063655,M,40.9,WHITE,White,not-sustained
11065,1063660,F,,UNKNOWN,Unknown,unknown
11066,1063662,M,51.6,BLACK,Black,unknown
11067,1063663,M,22.9,WHITE,White,not-sustained
11068,1063664,M,48.0,WHITE,White,unknown
11069,1063666,F,45.1,WHITE HISPANIC,White/Hispanic,not-sustained
11070,1063667,M,30.7,WHITE,White,unknown
11071,1063668,M,23.3,BLACK,Black,not-sustained
11072,1063670,M,47.8,BLACK,Black,unknown
11073,1063672,M,43.7,BLACK,Black,not-sustained
11074,1063673,M,43.7,BLACK,Black,sustained
11075,1063674,M,52.7,WHITE,White,unknown
11076,1063675,M,56.0,BLACK,Black,unknown
11077,1063677,F,,BLACK,Black,unknown
11078,1063678,M,38.0,BLACK,Black,not-sustained
11079,1063679,M,59.2,WHITE,White,sustained
11080,1063680,M,59.2,WHITE,White,sustained
11081,1063681,M,59.2,WHITE,White,unknown
11082,1063682,M,31.1,BLACK,Black,unknown
11083,1063683,M,59.9,BLACK,Black,unknown
11084,1063684,M,46.7,BLACK,Black,not-sustained
11085,1063685,M,45.0,WHITE,White,sustained
11086,1063687,M,51.2,WHITE,White,not-sustained
11087,1063688,M,45.7,BLACK,Black,not-sustained
11088,1063689,F,45.3,WHITE HISPANIC,White/Hispanic,not-sustained
11089,1063692,F,27.1,BLACK,Black,unknown
11090,1063694,F,39.8,BLACK,Black,not-sustained
11091,1063697,F,34.8,BLACK,Black,unknown
11092,1063700,M,51.1,BLACK,Black,open-investigation
11093,1063701,X,59.5,UNKNOWN,Unknown,not-sustained
11094,1063702,F,20.1,BLACK,Black,unknown
11095,1063703,M,23.0,WHITE HISPANIC,White/Hispanic,unknown
11096,1063705,F,36.3,WHITE,White,not-sustained
11097,1063706,M,,BLACK,Black,unknown
11098,1063708,M,,UNKNOWN,Unknown,not-sustained
11099,1063709,M,44.0,BLACK,Black,unknown
11100,1063711,M,51.5,HISPANIC,Hispanic,disciplined
11101,1063712,F,41.3,BLACK,Black,unknown
11102,1063713,F,42.2,BLACK,Black,not-sustained
11103,1063716,F,39.1,BLACK,Black,unknown
11104,1063717,M,58.8,WHITE,White,unknown
11105,1063720,M,58.5,BLACK,Black,not-sustained
11106,1063722,F,47.1,BLACK,Black,not-sustained
11107,1063725,F,21.8,WHITE HISPANIC,White/Hispanic,unknown
11108,1063726,M,63.5,WHITE,White,not-sustained
11109,1063728,F,36.1,BLACK,Black,not-sustained
11110,1063729,F,59.7,BLACK,Black,not-sustained
11111,1063730,M,84.4,WHITE,White,unknown
11112,1063731,M,36.4,BLACK,Black,unknown
11113,1063732,F,29.1,BLACK,Black,unknown
11114,1063735,F,42.1,BLACK,Black,not-sustained
11115,1063736,F,34.8,BLACK,Black,unknown
11116,1063737,F,,UNKNOWN,Unknown,not-sustained
11117,1063739,F,37.2,BLACK,Black,unknown
11118,1063740,F,,UNKNOWN,Unknown,not-sustained
11119,1063741,F,60.3,BLACK,Black,unknown
11120,1063746,F,41.3,WHITE HISPANIC,White/Hispanic,not-sustained
11121,1063747,F,51.9,BLACK,Black,not-sustained
11122,1063751,F,60.7,BLACK,Black,unknown
11123,1063752,M,46.2,BLACK,Black,unknown
11124,1063753,M,,BLACK,Black,unknown
11125,1063754,M,27.6,BLACK,Black,not-sustained
11126,1063755,F,54.6,BLACK,Black,unknown
11127,1063756,F,33.1,BLACK,Black,unknown
11128,1063758,M,50.4,HISPANIC,Hispanic,sustained
11129,1063764,F,53.8,WHITE,White,open-investigation
11130,1063765,M,59.9,BLACK,Black,unknown
11131,1063769,F,46.9,BLACK,Black,not-sustained
11132,1063770,M,24.5,BLACK,Black,unknown
11133,1063771,F,35.1,BLACK,Black,not-sustained
11134,1063772,M,,BLACK,Black,not-sustained
11135,1063773,F,,WHITE,White,unknown
11136,1063775,F,,BLACK,Black,unknown
11137,1063777,M,28.4,BLACK,Black,unknown
11138,1063778,F,38.9,BLACK,Black,not-sustained
11139,1063781,M,53.7,ASIAN/PACIFIC ISLANDER,Asian,unknown
11140,1063782,M,55.2,WHITE HISPANIC,White/Hispanic,not-sustained
11141,1063783,F,38.2,BLACK,Black,not-sustained
11142,1063785,F,,BLACK,Black,unknown
11143,1063786,M,37.3,ASIAN/PACIFIC ISLANDER,Asian,unknown
11144,1063788,F,31.8,BLACK,Black,unknown
11145,1063790,F,,BLACK,Black,unknown
11146,1063792,M,33.8,WHITE HISPANIC,White/Hispanic,not-sustained
11147,1063793,M,31.2,WHITE HISPANIC,White/Hispanic,not-sustained
11148,1063794,F,47.6,BLACK,Black,unknown
11149,1063796,M,26.3,WHITE HISPANIC,White/Hispanic,not-sustained
11150,1063797,F,44.4,BLACK,Black,not-sustained
11151,1063798,M,,WHITE,White,not-sustained
11152,1063799,M,33.1,BLACK,Black,not-sustained
11153,1063802,M,33.7,BLACK,Black,unknown
11154,1063803,M,57.6,BLACK,Black,not-sustained
11155,1063804,F,38.4,BLACK,Black,not-sustained
11156,1063807,F,51.1,HISPANIC,Hispanic,disciplined
11157,1063808,F,51.1,HISPANIC,Hispanic,sustained
11158,1063809,F,51.1,HISPANIC,Hispanic,sustained
11159,1063811,F,52.9,BLACK,Black,not-sustained
11160,1063812,M,28.5,BLACK,Black,unknown
11161,1063813,F,22.4,BLACK,Black,unknown
11162,1063814,F,,WHITE,White,not-sustained
11163,1063816,M,25.7,WHITE,White,unknown
11164,1063817,M,42.2,BLACK,Black,not-sustained
11165,1063820,M,35.9,BLACK,Black,unknown
11166,1063821,F,35.3,BLACK,Black,not-sustained
11167,1063822,F,,WHITE HISPANIC,White/Hispanic,not-sustained
11168,1063823,F,52.0,BLACK,Black,unknown
11169,1063824,M,33.4,BLACK,Black,not-sustained
11170,1063825,M,55.4,WHITE,White,open-investigation
11171,1063826,F,39.2,BLACK,Black,unknown
11172,1063828,F,24.6,WHITE,White,unknown
11173,1063831,F,36.7,BLACK,Black,unknown
11174,1063833,M,52.1,BLACK,Black,not-sustained
11175,1063834,F,44.3,WHITE,White,open-investigation
11176,1063836,M,33.2,BLACK,Black,unknown
11177,1063837,F,,WHITE,White,not-sustained
11178,1063841,F,32.7,WHITE,White,not-sustained
11179,1063844,F,40.9,ASIAN/PACIFIC ISLANDER,Asian,not-sustained
11180,1063847,F,54.9,BLACK,Black,disciplined
11181,1063848,F,43.7,HISPANIC,Hispanic,not-sustained
11182,1063849,M,33.0,BLACK,Black,unknown
11183,1063852,M,39.2,WHITE HISPANIC,White/Hispanic,not-sustained
11184,1063856,M,26.7,BLACK,Black,unknown
11185,1063857,F,78.8,BLACK,Black,unknown
11186,1063858,M,59.7,BLACK,Black,unknown
11187,1063859,M,28.0,BLACK,Black,not-sustained
11188,1063860,F,45.7,BLACK,Black,unknown
11189,1063861,M,22.6,BLACK,Black,not-sustained
11190,1063864,F,,BLACK,Black,unknown
11191,1063866,M,44.8,WHITE,White,unknown
11192,1063867,M,50.7,BLACK,Black,unknown
11193,1063868,M,28.0,BLACK,Black,unknown
11194,1063869,F,44.7,BLACK,Black,unknown
11195,1063870,M,48.6,WHITE HISPANIC,White/Hispanic,disciplined
11196,1063871,F,42.4,ASIAN/PACIFIC ISLANDER,Asian,unknown
11197,1063872,F,33.4,BLACK,Black,not-sustained
11198,1063873,F,29.8,BLACK HISPANIC,Black/Hispanic,not-sustained
11199,1063874,F,30.1,BLACK,Black,not-sustained
11200,1063877,X,,UNKNOWN,Unknown,not-sustained
11201,1063880,F,34.2,BLACK,Black,unknown
11202,1063881,F,,BLACK,Black,unknown
11203,1063882,F,27.3,WHITE HISPANIC,White/Hispanic,unknown
11204,1063883,F,29.1,BLACK,Black,unknown
11205,1063885,M,70.4,BLACK,Black,unknown
11206,1063886,M,,BLACK,Black,not-sustained
11207,1063887,F,34.4,BLACK,Black,not-sustained
11208,1063890,M,45.2,WHITE,White,unknown
11209,1063892,F,60.0,BLACK,Black,not-sustained
11210,1063893,M,55.9,WHITE,White,unknown
11211,1063895,M,50.6,BLACK,Black,not-sustained
11212,1063896,F,35.1,WHITE HISPANIC,White/Hispanic,unknown
11213,1063898,F,53.6,WHITE HISPANIC,White/Hispanic,not-sustained
11214,1063901,M,42.3,BLACK,Black,unknown
11215,1063904,M,20.5,BLACK,Black,unknown
11216,1063905,M,27.2,BLACK,Black,unknown
11217,1063906,F,,ASIAN/PACIFIC ISLANDER,Asian,unknown
11218,1063910,F,38.0,WHITE,White,unknown
11219,1063912,F,27.3,WHITE HISPANIC,White/Hispanic,not-sustained
11220,1063913,M,38.2,BLACK,Black,not-sustained
11221,1063914,F,,WHITE,White,not-sustained
11222,1063915,M,30.6,BLACK,Black,not-sustained
11223,1063918,F,32.8,WHITE,White,not-sustained
11224,1063921,M,27.0,BLACK,Black,not-sustained
11225,1063923,F,26.4,BLACK,Black,not-sustained
11226,1063925,M,31.9,BLACK,Black,not-sustained
11227,1063927,M,46.0,BLACK,Black,unknown
11228,1063928,M,53.3,WHITE,White,not-sustained
11229,1063931,F,39.7,WHITE HISPANIC,White/Hispanic,unknown
11230,1063933,F,44.5,BLACK,Black,not-sustained
11231,1063934,M,23.4,BLACK,Black,unknown
11232,1063935,M,21.2,WHITE HISPANIC,White/Hispanic,open-investigation
11233,1063936,M,64.4,WHITE HISPANIC,White/Hispanic,not-sustained
11234,1063937,F,23.9,WHITE HISPANIC,White/Hispanic,unknown
11235,1063939,F,,UNKNOWN,Unknown,unknown
11236,1063943,F,44.8,WHITE,White,unknown
11237,1063944,F,44.8,WHITE,White,disciplined
11238,1063948,F,41.7,BLACK,Black,not-sustained
11239,1063949,M,,UNKNOWN,Unknown,not-sustained
11240,1063950,M,45.7,HISPANIC,Hispanic,not-sustained
11241,1063953,F,29.8,WHITE,White,not-sustained
11242,1063954,F,30.1,BLACK,Black,unknown
11243,1063957,M,23.7,BLACK,Black,not-sustained
11244,1063960,X,,UNKNOWN,Unknown,not-sustained
11245,1063961,M,18.9,BLACK,Black,open-investigation
11246,1063962,M,57.2,WHITE,White,not-sustained
11247,1063963,M,54.0,WHITE,White,not-sustained
11248,1063964,M,31.8,WHITE HISPANIC,White/Hispanic,not-sustained
11249,1063965,F,,UNKNOWN,Unknown,unknown
11250,1063967,M,22.3,BLACK,Black,not-sustained
11251,1063968,M,,UNKNOWN,Unknown,not-sustained
11252,1063969,M,22.6,BLACK,Black,unknown
11253,1063970,F,81.3,BLACK,Black,unknown
11254,1063971,F,56.1,WHITE HISPANIC,White/Hispanic,not-sustained
11255,1063973,M,55.7,WHITE,White,unknown
11256,1063974,F,27.2,WHITE,White,not-sustained
11257,1063975,M,24.5,BLACK,Black,open-investigation
11258,1063976,M,31.8,WHITE HISPANIC,White/Hispanic,unknown
11259,1063980,F,55.8,BLACK,Black,not-sustained
11260,1063981,M,44.3,BLACK,Black,open-investigation
11261,1063982,M,28.2,WHITE,White,unknown
11262,1063986,M,31.4,BLACK,Black,unknown
11263,1063987,M,45.7,HISPANIC,Hispanic,sustained
11264,1063988,M,45.7,HISPANIC,Hispanic,sustained
11265,1063989,M,31.5,WHITE,White,not-sustained
11266,1063990,M,32.2,BLACK,Black,open-investigation
11267,1063991,F,51.8,WHITE HISPANIC,White/Hispanic,unknown
11268,1063992,M,44.4,WHITE,White,unknown
11269,1063994,F,59.0,WHITE,White,not-sustained
11270,1063995,M,19.8,WHITE HISPANIC,White/Hispanic,not-sustained
11271,1063996,M,,WHITE,White,unknown
11272,1063997,M,27.3,WHITE HISPANIC,White/Hispanic,not-sustained
11273,1063999,M,29.7,BLACK,Black,unknown
11274,1064001,M,61.1,WHITE,White,unknown
11275,1064002,F,20.1,BLACK,Black,not-sustained
11276,1064003,M,49.0,BLACK,Black,not-sustained
11277,1064005,M,56.6,BLACK,Black,unknown
11278,1064007,M,20.8,BLACK,Black,not-sustained
11279,1064008,M,36.2,WHITE HISPANIC,White/Hispanic,unknown
11280,1064009,F,54.7,BLACK,Black,open-investigation
11281,1064013,M,46.7,UNKNOWN,Unknown,not-sustained
11282,1064014,M,41.4,BLACK,Black,unknown
11283,1064015,M,51.5,BLACK,Black,not-sustained
11284,1064018,M,57.4,BLACK,Black,open-investigation
11285,1064020,M,27.1,WHITE HISPANIC,White/Hispanic,not-sustained
11286,1064021,M,33.9,WHITE,White,unknown
11287,1064022,M,35.5,BLACK,Black,unknown
11288,1064024,F,27.8,BLACK,Black,not-sustained
11289,1064025,F,27.8,BLACK,Black,unknown
11290,1064027,M,28.7,WHITE,White,not-sustained
11291,1064029,F,40.2,BLACK,Black,unknown
11292,1064032,M,60.8,BLACK,Black,not-sustained
11293,1064033,F,30.0,BLACK,Black,not-sustained
11294,1064034,M,31.1,BLACK,Black,not-sustained
11295,1064036,M,28.3,WHITE,White,not-sustained
11296,1064037,M,38.1,BLACK,Black,unknown
11297,1064039,M,28.9,WHITE HISPANIC,White/Hispanic,not-sustained
11298,1064042,F,33.1,BLACK,Black,not-sustained
11299,1064043,M,31.6,WHITE HISPANIC,White/Hispanic,not-sustained
11300,1064044,M,23.1,BLACK,Black,not-sustained
11301,1064045,M,28.6,BLACK,Black,open-investigation
11302,1064046,F,64.5,BLACK,Black,unknown
11303,1064051,F,33.1,BLACK,Black,not-sustained
11304,1064052,F,43.2,BLACK,Black,unknown
11305,1064054,F,23.0,BLACK,Black,unknown
11306,1064055,F,39.4,BLACK HISPANIC,Black/Hispanic,open-investigation
11307,1064056,F,,UNKNOWN,Unknown,not-sustained
11308,1064057,M,30.0,BLACK,Black,unknown
11309,1064058,M,58.3,WHITE,White,unknown
11310,1064060,M,39.6,BLACK,Black,not-sustained
11311,1064062,F,44.0,BLACK,Black,not-sustained
11312,1064064,F,24.1,BLACK,Black,not-sustained
11313,1064066,M,38.0,WHITE,White,unknown
11314,1064067,M,28.7,BLACK,Black,not-sustained
11315,1064069,M,38.6,BLACK,Black,not-sustained
11316,1064070,M,24.4,BLACK,Black,unknown
11317,1064071,F,54.5,WHITE,White,open-investigation
11318,1064073,M,36.8,BLACK HISPANIC,Black/Hispanic,unknown
11319,1064077,M,30.5,BLACK,Black,not-sustained
11320,1064078,M,30.7,WHITE,White,not-sustained
11321,1064081,F,,WHITE,White,open-investigation
11322,1064084,M,,WHITE,White,not-sustained
11323,1064088,F,52.8,BLACK,Black,unknown
11324,1064089,F,57.8,BLACK,Black,open-investigation
11325,1064090,M,51.2,BLACK,Black,open-investigation
11326,1064091,M,33.1,BLACK,Black,unknown
11327,1064092,M,52.8,BLACK,Black,not-sustained
11328,1064095,M,54.4,WHITE,White,open-investigation
11329,1064097,M,55.9,WHITE,White,unknown
11330,1064098,M,55.9,WHITE,White,unknown
11331,1064099,M,55.9,WHITE,White,unknown
11332,1064100,M,55.9,WHITE,White,disciplined
11333,1064101,M,55.9,WHITE,White,disciplined
11334,1064102,F,52.8,WHITE HISPANIC,White/Hispanic,unknown
11335,1064103,M,59.3,HISPANIC,Hispanic,disciplined
11336,1064110,M,67.4,BLACK,Black,unknown
11337,1064111,M,62.9,WHITE HISPANIC,White/Hispanic,not-sustained
11338,1064112,M,52.9,BLACK,Black,unknown
11339,1064113,F,36.3,WHITE,White,open-investigation
11340,1064114,M,38.0,BLACK,Black,unknown
11341,1064116,M,,UNKNOWN,Unknown,unknown
11342,1064117,F,,WHITE,White,unknown
11343,1064119,F,32.2,BLACK,Black,not-sustained
11344,1064120,M,,BLACK,Black,not-sustained
11345,1064123,F,38.6,BLACK,Black,not-sustained
11346,1064124,M,43.9,WHITE HISPANIC,White/Hispanic,not-sustained
11347,1064125,F,36.6,BLACK,Black,open-investigation
11348,1064128,M,62.8,BLACK,Black,not-sustained
11349,1064129,F,43.3,WHITE,White,not-sustained
11350,1064130,F,53.2,BLACK,Black,not-sustained
11351,1064134,M,45.7,BLACK,Black,unknown
11352,1064135,F,20.4,WHITE,White,unknown
11353,1064136,F,56.9,BLACK,Black,not-sustained
11354,1064139,M,45.4,AMER IND/ALASKAN NATIVE,Native American,sustained
11355,1064140,M,45.4,AMER IND/ALASKAN NATIVE,Native American,sustained
