cwit_id,crid,gender,age,race,race_edit,final_outcome_highest
1,1043909,F,23.9,BLACK,Black,not-sustained
2,1043921,F,40.7,WHITE HISPANIC,White/Hispanic,unknown
3,1043926,F,31.9,BLACK,Black,not-sustained
4,1043927,F,53.6,WHITE,White,not-sustained
5,1043930,F,34.2,BLACK,Black,not-sustained
6,1043932,F,66.2,BLACK,Black,not-sustained
7,1043933,M,43.9,WHITE,White,unknown
8,1043935,M,31.1,BLACK,Black,not-sustained
9,1043936,M,58.3,WHITE,White,unknown
10,1043943,M,39.2,BLACK,Black,unknown
11,1043945,F,26.8,BLACK,Black,not-sustained
12,1043946,M,50.2,BLACK,Black,not-sustained
13,1043947,M,58.3,WHITE,White,unknown
14,1043949,F,62.7,BLACK,Black,not-sustained
15,1043950,M,,BLACK,Black,unknown
16,1043952,F,54.0,BLACK,Black,unknown
17,1043958,M,23.4,BLACK,Black,disciplined
18,1043959,F,35.4,BLACK,Black,unknown
19,1043963,M,,UNKNOWN,Unknown,not-sustained
20,1043964,F,30.6,BLACK,Black,not-sustained
21,1043965,M,53.3,WHITE,White,disciplined
22,1043968,M,29.0,BLACK,Black,unknown
23,1043975,M,38.2,BLACK,Black,not-sustained
24,1043977,F,40.1,WHITE HISPANIC,White/Hispanic,not-sustained
25,1043981,F,41.1,BLACK,Black,not-sustained
26,1043985,M,48.1,BLACK,Black,unknown
27,1043986,F,52.7,WHITE,White,unknown
28,1043987,M,49.2,BLACK,Black,not-sustained
29,1043988,M,46.6,WHITE HISPANIC,White/Hispanic,not-sustained
30,1043989,F,36.6,BLACK,Black,not-sustained
31,1043990,M,50.3,BLACK,Black,unknown
32,1043994,F,29.2,WHITE HISPANIC,White/Hispanic,unknown
33,1043995,F,56.0,WHITE,White,not-sustained
34,1043996,M,61.8,WHITE,White,unknown
35,1043997,F,32.9,BLACK,Black,not-sustained
36,1044003,M,25.7,BLACK,Black,unknown
37,1044004,M,42.9,WHITE HISPANIC,White/Hispanic,unknown
38,1044005,F,23.1,WHITE,White,not-sustained
39,1044006,M,55.9,WHITE,White,disciplined
40,1044008,M,52.1,BLACK,Black,not-sustained
41,1044011,F,35.3,WHITE HISPANIC,White/Hispanic,not-sustained
42,1044013,M,26.7,BLACK,Black,not-sustained
43,1044016,F,33.1,BLACK,Black,not-sustained
44,1044017,F,29.1,BLACK,Black,not-sustained
45,1044018,F,52.1,BLACK,Black,unknown
46,1044020,M,37.5,BLACK,Black,unknown
47,1044022,F,27.0,BLACK,Black,unknown
48,1044024,M,40.7,BLACK,Black,unknown
49,1044026,M,27.2,BLACK,Black,not-sustained
50,1044027,F,31.5,BLACK,Black,unknown
51,1044028,F,65.7,WHITE,White,unknown
52,1044029,M,56.4,BLACK,Black,not-sustained
53,1044030,F,40.6,BLACK,Black,not-sustained
54,1044031,F,37.7,BLACK,Black,unknown
55,1044032,F,54.1,BLACK,Black,not-sustained
56,1044034,F,57.7,WHITE,White,sustained
57,1044037,M,58.3,WHITE,White,unknown
58,1044039,F,41.8,BLACK,Black,unknown
59,1044040,F,43.8,BLACK,Black,not-sustained
60,1044041,M,36.6,WHITE,White,unknown
61,1044045,F,,BLACK,Black,not-sustained
62,1044047,M,,BLACK,Black,unknown
63,1044049,F,58.9,WHITE HISPANIC,White/Hispanic,unknown
64,1044050,F,,WHITE,White,not-sustained
65,1044052,M,28.0,ASIAN/PACIFIC ISLANDER,Asian,not-sustained
66,1044055,F,44.9,BLACK,Black,not-sustained
67,1044060,F,37.8,BLACK,Black,not-sustained
68,1044063,M,48.8,HISPANIC,Hispanic,unknown
69,1044064,M,49.3,BLACK,Black,unknown
70,1044067,M,38.7,BLACK,Black,unknown
71,1044068,M,36.2,BLACK,Black,unknown
72,1044071,M,23.6,BLACK,Black,not-sustained
73,1044072,F,41.8,BLACK,Black,not-sustained
74,1044074,M,40.5,WHITE HISPANIC,White/Hispanic,not-sustained
75,1044077,M,46.1,WHITE,White,disciplined
76,1044078,F,56.9,WHITE,White,unknown
77,1044079,F,56.9,WHITE,White,unknown
78,1044080,M,34.4,BLACK,Black,unknown
79,1044086,M,57.1,WHITE,White,disciplined
80,1044087,M,52.3,BLACK,Black,not-sustained
81,1044088,M,39.1,BLACK,Black,not-sustained
82,1044089,M,,WHITE,White,unknown
83,1044090,F,45.7,BLACK,Black,not-sustained
84,1044092,M,31.8,BLACK,Black,not-sustained
85,1044093,M,47.0,WHITE,White,unknown
86,1044094,F,27.0,BLACK,Black,not-sustained
87,1044096,F,38.3,WHITE,White,not-sustained
88,1044099,F,55.0,BLACK,Black,not-sustained
89,1044100,M,52.4,WHITE HISPANIC,White/Hispanic,unknown
90,1044102,M,38.5,BLACK,Black,not-sustained
91,1044103,F,,BLACK,Black,not-sustained
92,1044105,F,54.8,UNKNOWN,Unknown,not-sustained
93,1044106,M,45.9,WHITE,White,unknown
94,1044108,M,44.9,WHITE,White,disciplined
95,1044109,F,41.7,BLACK,Black,not-sustained
96,1044112,F,,BLACK,Black,not-sustained
97,1044119,M,25.8,BLACK,Black,unknown
98,1044120,M,25.1,WHITE HISPANIC,White/Hispanic,not-sustained
99,1044123,F,41.1,WHITE,White,not-sustained
100,1044125,F,46.5,BLACK,Black,not-sustained
101,1044126,M,38.2,BLACK,Black,not-sustained
102,1044135,M,50.6,WHITE,White,unknown
103,1044136,M,,WHITE,White,not-sustained
104,1044137,F,40.6,BLACK,Black,unknown
105,1044138,F,59.2,BLACK,Black,not-sustained
106,1044140,F,43.0,BLACK,Black,not-sustained
107,1044141,M,54.6,WHITE,White,disciplined
108,1044142,M,23.6,WHITE,White,unknown
109,1044143,F,55.0,BLACK,Black,not-sustained
110,1044147,M,23.6,BLACK,Black,not-sustained
111,1044148,M,29.2,BLACK,Black,unknown
112,1044150,M,50.7,HISPANIC,Hispanic,disciplined
113,1044155,M,46.1,BLACK,Black,not-sustained
114,1044158,F,44.2,WHITE HISPANIC,White/Hispanic,not-sustained
115,1044161,M,54.8,WHITE,White,unknown
116,1044164,F,29.6,BLACK,Black,not-sustained
117,1044165,F,57.8,BLACK,Black,unknown
118,1044171,M,30.2,BLACK,Black,not-sustained
119,1044172,M,23.1,BLACK,Black,not-sustained
120,1044173,M,,BLACK,Black,not-sustained
121,1044175,M,26.6,BLACK,Black,unknown
122,1044176,F,41.4,BLACK,Black,not-sustained
123,1044178,M,25.8,WHITE,White,unknown
124,1044181,F,39.3,BLACK,Black,not-sustained
125,1044182,M,38.0,WHITE,White,not-sustained
126,1044183,M,,BLACK,Black,not-sustained
127,1044192,F,,ASIAN/PACIFIC ISLANDER,Asian,not-sustained
128,1044195,F,26.6,BLACK,Black,not-sustained
129,1044196,M,39.4,BLACK,Black,unknown
130,1044198,M,29.5,BLACK,Black,not-sustained
131,1044200,M,,WHITE HISPANIC,White/Hispanic,unknown
132,1044204,F,43.4,BLACK,Black,not-sustained
133,1044205,M,31.0,BLACK,Black,not-sustained
134,1044208,F,59.6,BLACK,Black,unknown
135,1044209,M,25.2,WHITE HISPANIC,White/Hispanic,not-sustained
136,1044211,F,51.5,BLACK,Black,unknown
137,1044214,M,23.8,BLACK,Black,unknown
138,1044215,F,42.6,BLACK,Black,not-sustained
139,1044216,M,53.7,BLACK,Black,unknown
140,1044217,M,49.4,BLACK,Black,not-sustained
141,1044220,F,44.4,BLACK,Black,not-sustained
142,1044221,F,41.3,WHITE,White,unknown
143,1044224,F,45.1,BLACK,Black,unknown
144,1044225,F,45.1,BLACK,Black,not-sustained
145,1044227,M,34.2,BLACK,Black,unknown
146,1044228,F,48.2,BLACK,Black,not-sustained
147,1044229,F,45.9,WHITE,White,unknown
148,1044230,M,32.9,BLACK,Black,unknown
149,1044234,M,57.2,WHITE,White,not-sustained
150,1044236,F,45.3,BLACK,Black,not-sustained
151,1044241,M,45.4,BLACK,Black,disciplined
152,1044245,F,46.1,BLACK,Black,unknown
153,1044246,M,51.5,BLACK,Black,not-sustained
154,1044248,F,41.1,BLACK,Black,unknown
155,1044249,M,41.2,WHITE,White,not-sustained
156,1044250,M,31.0,BLACK,Black,not-sustained
157,1044252,F,35.8,BLACK,Black,not-sustained
158,1044253,M,63.9,WHITE,White,unknown
159,1044254,F,51.5,BLACK,Black,not-sustained
160,1044258,F,,BLACK,Black,unknown
161,1044260,M,,WHITE,White,unknown
162,1044261,M,35.3,HISPANIC,Hispanic,sustained
163,1044263,F,56.9,WHITE,White,not-sustained
164,1044264,M,58.1,HISPANIC,Hispanic,unknown
165,1044265,M,31.4,BLACK,Black,not-sustained
166,1044266,M,54.6,WHITE,White,disciplined
167,1044269,M,24.7,BLACK,Black,not-sustained
168,1044270,M,42.3,WHITE,White,unknown
169,1044271,F,59.5,BLACK,Black,not-sustained
170,1044272,M,23.1,BLACK,Black,not-sustained
171,1044273,M,70.5,BLACK,Black,not-sustained
172,1044274,M,50.2,WHITE,White,sustained
173,1044277,F,62.6,BLACK,Black,unknown
174,1044281,M,48.2,WHITE,White,disciplined
175,1044283,M,40.2,WHITE,White,unknown
176,1044284,F,33.2,BLACK,Black,unknown
177,1044286,M,30.6,WHITE,White,unknown
178,1044287,M,58.1,BLACK,Black,not-sustained
179,1044288,M,73.0,WHITE,White,not-sustained
180,1044290,F,30.0,BLACK,Black,not-sustained
181,1044291,F,52.2,BLACK,Black,not-sustained
182,1044292,M,60.7,BLACK,Black,unknown
183,1044293,F,35.8,BLACK,Black,unknown
184,1044295,M,46.6,BLACK,Black,unknown
185,1044297,F,29.5,WHITE HISPANIC,White/Hispanic,not-sustained
186,1044299,M,51.2,BLACK,Black,not-sustained
187,1044300,M,61.6,WHITE HISPANIC,White/Hispanic,unknown
188,1044301,M,29.3,BLACK,Black,unknown
189,1044302,M,52.1,WHITE,White,disciplined
190,1044304,M,38.9,WHITE,White,unknown
191,1044305,F,48.2,BLACK,Black,not-sustained
192,1044307,M,53.7,WHITE,White,sustained
193,1044308,F,43.1,BLACK,Black,not-sustained
194,1044309,M,54.3,BLACK,Black,unknown
195,1044310,M,30.3,WHITE HISPANIC,White/Hispanic,not-sustained
196,1044312,M,64.0,BLACK,Black,not-sustained
197,1044313,M,23.1,BLACK,Black,unknown
198,1044314,M,28.7,WHITE,White,unknown
199,1044315,F,26.7,BLACK,Black,not-sustained
200,1044316,M,24.7,BLACK,Black,not-sustained
201,1044318,M,58.0,WHITE,White,disciplined
202,1044319,F,,BLACK,Black,not-sustained
203,1044321,M,48.8,BLACK,Black,disciplined
204,1044322,M,61.5,HISPANIC,Hispanic,not-sustained
205,1044327,M,31.3,WHITE,White,not-sustained
206,1044331,F,,WHITE,White,sustained
207,1044333,M,30.4,WHITE HISPANIC,White/Hispanic,disciplined
208,1044335,F,31.2,BLACK,Black,not-sustained
209,1044337,F,35.7,BLACK,Black,not-sustained
210,1044339,M,51.9,BLACK,Black,unknown
211,1044340,F,60.0,BLACK,Black,unknown
212,1044341,M,58.6,BLACK,Black,not-sustained
213,1044342,M,,BLACK,Black,unknown
214,1044343,F,51.4,BLACK,Black,not-sustained
215,1044344,F,56.4,BLACK,Black,unknown
216,1044345,M,49.3,BLACK,Black,not-sustained
217,1044346,M,29.1,BLACK,Black,unknown
218,1044347,M,58.3,WHITE,White,not-sustained
219,1044348,M,47.2,BLACK,Black,not-sustained
220,1044349,F,53.1,WHITE HISPANIC,White/Hispanic,unknown
221,1044351,F,41.3,BLACK,Black,not-sustained
222,1044352,F,28.3,WHITE,White,disciplined
223,1044355,M,35.4,BLACK,Black,not-sustained
224,1044356,M,27.6,BLACK,Black,not-sustained
225,1044358,M,50.9,BLACK,Black,sustained
226,1044359,M,32.1,BLACK,Black,open-investigation
227,1044360,M,45.4,WHITE,White,sustained
228,1044362,M,38.8,WHITE,White,unknown
229,1044363,M,32.4,BLACK,Black,not-sustained
230,1044364,M,35.4,BLACK,Black,unknown
231,1044367,M,60.2,BLACK,Black,unknown
232,1044368,M,37.5,WHITE,White,not-sustained
233,1044370,F,39.2,BLACK,Black,unknown
234,1044371,M,50.1,BLACK,Black,unknown
235,1044373,F,41.9,WHITE,White,not-sustained
236,1044374,M,32.2,WHITE HISPANIC,White/Hispanic,not-sustained
237,1044376,F,40.2,BLACK,Black,not-sustained
238,1044377,F,41.3,BLACK,Black,unknown
239,1044378,F,33.8,BLACK,Black,not-sustained
240,1044380,F,44.1,BLACK,Black,unknown
241,1044381,M,43.1,BLACK,Black,unknown
242,1044382,M,59.2,WHITE,White,not-sustained
243,1044383,F,41.4,BLACK,Black,unknown
244,1044385,F,42.6,HISPANIC,Hispanic,unknown
245,1044386,M,46.3,WHITE,White,unknown
246,1044388,M,34.5,BLACK,Black,unknown
247,1044389,M,50.7,BLACK,Black,not-sustained
248,1044393,M,61.8,WHITE,White,not-sustained
249,1044396,M,53.0,BLACK,Black,not-sustained
250,1044400,M,50.9,HISPANIC,Hispanic,unknown
251,1044401,F,26.2,WHITE,White,unknown
252,1044403,M,36.0,WHITE HISPANIC,White/Hispanic,unknown
253,1044404,F,43.0,WHITE,White,not-sustained
254,1044407,F,43.0,WHITE,White,unknown
255,1044410,F,29.5,BLACK,Black,not-sustained
256,1044411,M,28.9,BLACK,Black,unknown
257,1044413,M,44.5,WHITE,White,not-sustained
258,1044415,M,49.1,WHITE,White,unknown
259,1044419,M,25.1,BLACK,Black,not-sustained
260,1044421,F,40.8,BLACK,Black,unknown
261,1044424,M,58.3,WHITE,White,sustained
262,1044425,M,40.4,BLACK,Black,not-sustained
263,1044426,F,61.0,BLACK,Black,disciplined
264,1044427,F,38.5,BLACK,Black,not-sustained
265,1044431,F,39.0,WHITE,White,unknown
266,1044432,M,45.6,WHITE,White,unknown
267,1044435,M,,BLACK,Black,unknown
268,1044437,M,29.8,WHITE,White,not-sustained
269,1044442,M,44.5,WHITE,White,not-sustained
270,1044444,M,57.7,BLACK,Black,not-sustained
271,1044448,M,40.5,WHITE,White,not-sustained
272,1044449,M,37.3,ASIAN/PACIFIC ISLANDER,Asian,unknown
273,1044450,M,34.3,BLACK,Black,not-sustained
274,1044451,F,76.6,WHITE,White,not-sustained
275,1044452,F,51.2,BLACK,Black,unknown
276,1044454,F,36.4,BLACK,Black,unknown
277,1044456,M,,WHITE,White,unknown
278,1044459,F,24.4,BLACK,Black,not-sustained
279,1044460,M,53.4,WHITE,White,unknown
280,1044463,F,56.4,WHITE HISPANIC,White/Hispanic,not-sustained
281,1044464,F,58.0,BLACK,Black,not-sustained
282,1044465,F,42.6,HISPANIC,Hispanic,unknown
283,1044469,F,38.0,BLACK,Black,unknown
284,1044471,F,39.7,BLACK,Black,not-sustained
285,1044472,F,35.5,BLACK,Black,unknown
286,1044473,M,50.8,BLACK,Black,not-sustained
287,1044475,M,35.1,WHITE,White,disciplined
288,1044476,M,44.1,BLACK,Black,not-sustained
289,1044477,M,28.1,BLACK,Black,unknown
290,1044482,F,50.6,WHITE,White,not-sustained
291,1044485,M,24.5,BLACK,Black,not-sustained
292,1044488,F,48.5,WHITE,White,unknown
293,1044490,M,44.2,BLACK,Black,not-sustained
294,1044491,F,42.8,BLACK,Black,not-sustained
295,1044492,F,,UNKNOWN,Unknown,unknown
296,1044493,M,37.9,WHITE,White,not-sustained
297,1044495,M,50.0,WHITE HISPANIC,White/Hispanic,unknown
298,1044497,F,82.3,BLACK,Black,not-sustained
299,1044498,F,51.4,BLACK,Black,not-sustained
300,1044499,F,61.2,BLACK,Black,not-sustained
301,1044501,M,35.9,BLACK,Black,unknown
302,1044503,F,34.2,BLACK,Black,not-sustained
303,1044504,M,27.8,BLACK,Black,unknown
304,1044505,F,25.3,BLACK,Black,not-sustained
305,1044509,F,50.4,BLACK,Black,not-sustained
306,1044510,F,,BLACK,Black,disciplined
307,1044511,M,,BLACK,Black,not-sustained
308,1044514,F,,UNKNOWN,Unknown,not-sustained
309,1044515,M,60.2,BLACK,Black,not-sustained
310,1044519,M,42.9,BLACK,Black,unknown
311,1044521,M,60.2,BLACK,Black,not-sustained
312,1044524,M,65.2,BLACK,Black,not-sustained
313,1044525,F,39.5,BLACK,Black,not-sustained
314,1044526,F,45.5,WHITE HISPANIC,White/Hispanic,not-sustained
315,1044529,M,58.6,BLACK,Black,unknown
316,1044530,F,57.8,HISPANIC,Hispanic,unknown
317,1044532,F,46.7,WHITE,White,unknown
318,1044533,F,45.0,BLACK,Black,unknown
319,1044534,M,37.0,BLACK,Black,unknown
320,1044535,F,42.7,BLACK,Black,not-sustained
321,1044538,M,61.6,WHITE,White,not-sustained
322,1044539,F,51.5,BLACK,Black,not-sustained
323,1044541,F,65.5,BLACK,Black,open-investigation
324,1044543,M,24.6,BLACK,Black,not-sustained
325,1044544,F,50.4,BLACK,Black,not-sustained
326,1044547,F,60.0,BLACK,Black,not-sustained
327,1044549,M,,BLACK,Black,not-sustained
328,1044551,M,21.9,BLACK,Black,not-sustained
329,1044559,M,56.9,BLACK,Black,not-sustained
330,1044560,F,58.1,WHITE HISPANIC,White/Hispanic,unknown
331,1044562,M,55.3,HISPANIC,Hispanic,not-sustained
332,1044563,F,,BLACK,Black,unknown
333,1044564,F,25.2,BLACK,Black,open-investigation
334,1044568,M,23.0,BLACK,Black,unknown
335,1044569,M,47.3,BLACK,Black,not-sustained
336,1044570,M,43.7,BLACK,Black,unknown
337,1044571,M,33.2,BLACK,Black,unknown
338,1044575,M,44.7,BLACK,Black,not-sustained
339,1044576,F,28.2,WHITE,White,unknown
340,1044578,F,26.9,WHITE,White,unknown
341,1044579,M,71.7,BLACK,Black,unknown
342,1044582,M,,WHITE HISPANIC,White/Hispanic,not-sustained
343,1044583,F,51.7,WHITE,White,unknown
344,1044584,M,36.0,BLACK,Black,unknown
345,1044586,F,53.8,BLACK,Black,unknown
346,1044588,M,50.8,WHITE,White,unknown
347,1044589,M,37.3,WHITE,White,not-sustained
348,1044591,M,,WHITE HISPANIC,White/Hispanic,unknown
349,1044593,F,54.2,WHITE,White,disciplined
350,1044596,M,37.6,BLACK,Black,unknown
351,1044599,M,26.6,WHITE HISPANIC,White/Hispanic,not-sustained
352,1044600,M,33.1,BLACK,Black,not-sustained
353,1044601,M,33.9,BLACK,Black,not-sustained
354,1044603,F,32.7,BLACK,Black,not-sustained
355,1044604,M,54.8,BLACK,Black,unknown
356,1044605,F,60.9,BLACK,Black,not-sustained
357,1044606,F,34.9,BLACK,Black,unknown
358,1044607,M,59.6,WHITE,White,unknown
359,1044609,F,32.7,BLACK,Black,unknown
360,1044610,M,25.8,WHITE,White,unknown
361,1044611,M,35.5,BLACK,Black,unknown
362,1044613,F,43.0,WHITE,White,sustained
363,1044614,M,,BLACK,Black,not-sustained
364,1044615,M,47.9,BLACK,Black,not-sustained
365,1044616,F,44.5,BLACK,Black,not-sustained
366,1044617,M,27.8,BLACK,Black,not-sustained
367,1044618,M,41.0,WHITE,White,not-sustained
368,1044619,F,,BLACK,Black,not-sustained
369,1044620,M,38.2,BLACK,Black,unknown
370,1044621,M,46.7,BLACK,Black,not-sustained
371,1044622,F,54.4,BLACK,Black,unknown
372,1044624,F,34.2,BLACK,Black,not-sustained
373,1044625,F,42.1,BLACK,Black,not-sustained
374,1044626,F,30.8,WHITE,White,sustained
375,1044627,F,,BLACK,Black,not-sustained
376,1044630,M,23.0,WHITE HISPANIC,White/Hispanic,unknown
377,1044631,M,44.1,BLACK,Black,not-sustained
378,1044632,F,54.2,WHITE,White,unknown
379,1044633,F,41.9,WHITE,White,not-sustained
380,1044634,F,28.7,BLACK,Black,not-sustained
381,1044636,F,30.1,BLACK,Black,unknown
382,1044637,M,63.6,WHITE,White,not-sustained
383,1044638,F,55.1,BLACK,Black,not-sustained
384,1044641,F,42.7,BLACK,Black,not-sustained
385,1044648,M,52.4,BLACK,Black,not-sustained
386,1044649,M,26.2,BLACK,Black,unknown
387,1044650,M,28.0,BLACK,Black,not-sustained
388,1044651,F,42.6,HISPANIC,Hispanic,not-sustained
389,1044652,F,56.5,BLACK,Black,unknown
390,1044654,M,61.8,WHITE,White,unknown
391,1044655,F,39.4,BLACK,Black,not-sustained
392,1044658,F,41.2,WHITE,White,not-sustained
393,1044659,M,31.6,WHITE HISPANIC,White/Hispanic,not-sustained
394,1044662,M,52.5,BLACK,Black,not-sustained
395,1044663,F,50.6,BLACK,Black,not-sustained
396,1044664,F,42.6,BLACK,Black,open-investigation
397,1044667,F,30.3,BLACK,Black,not-sustained
398,1044668,F,39.3,BLACK,Black,not-sustained
399,1044670,M,37.2,BLACK,Black,not-sustained
400,1044672,M,32.1,BLACK,Black,unknown
401,1044673,F,45.8,BLACK,Black,not-sustained
402,1044679,F,26.5,BLACK,Black,unknown
403,1044680,F,24.0,BLACK,Black,unknown
404,1044682,F,30.3,BLACK,Black,not-sustained
405,1044684,F,36.3,WHITE HISPANIC,White/Hispanic,unknown
406,1044686,F,,BLACK,Black,unknown
407,1044687,M,35.4,BLACK,Black,unknown
408,1044690,F,,BLACK,Black,unknown
409,1044691,M,,ASIAN/PACIFIC ISLANDER,Asian,not-sustained
410,1044694,M,56.7,BLACK,Black,unknown
411,1044695,F,29.9,UNKNOWN,Unknown,unknown
412,1044699,M,37.4,BLACK,Black,not-sustained
413,1044700,F,46.4,WHITE,White,unknown
414,1044701,F,38.5,BLACK,Black,not-sustained
415,1044702,F,38.2,WHITE,White,unknown
416,1044704,F,42.6,HISPANIC,Hispanic,not-sustained
417,1044705,F,42.6,HISPANIC,Hispanic,not-sustained
418,1044706,F,33.9,BLACK,Black,not-sustained
419,1044709,M,59.0,BLACK,Black,unknown
420,1044711,M,46.5,BLACK,Black,not-sustained
421,1044712,F,36.1,BLACK,Black,unknown
422,1044713,F,,BLACK,Black,not-sustained
423,1044714,M,31.2,BLACK,Black,not-sustained
424,1044715,M,41.7,WHITE,White,disciplined
425,1044717,M,49.1,WHITE,White,not-sustained
426,1044720,M,30.5,BLACK,Black,not-sustained
427,1044722,F,45.1,BLACK,Black,not-sustained
428,1044726,F,37.7,BLACK,Black,unknown
429,1044727,M,63.0,WHITE,White,unknown
430,1044728,M,25.5,BLACK,Black,unknown
431,1044729,M,30.9,BLACK,Black,not-sustained
432,1044731,F,42.7,BLACK,Black,not-sustained
433,1044732,M,32.2,BLACK,Black,unknown
434,1044733,M,32.8,BLACK,Black,unknown
435,1044734,M,,UNKNOWN,Unknown,not-sustained
436,1044736,F,36.9,WHITE HISPANIC,White/Hispanic,not-sustained
437,1044737,M,,BLACK,Black,not-sustained
438,1044741,F,25.4,BLACK,Black,unknown
439,1044744,F,54.0,WHITE HISPANIC,White/Hispanic,unknown
440,1044746,F,46.3,WHITE,White,unknown
441,1044747,F,39.7,BLACK,Black,not-sustained
442,1044751,M,43.0,BLACK,Black,unknown
443,1044752,F,48.3,WHITE,White,unknown
444,1044756,F,48.2,BLACK,Black,not-sustained
445,1044757,M,47.6,WHITE,White,not-sustained
446,1044758,M,41.8,WHITE,White,sustained
447,1044760,F,37.1,BLACK,Black,unknown
448,1044761,F,41.4,BLACK,Black,not-sustained
449,1044764,F,47.4,BLACK,Black,not-sustained
450,1044766,F,44.0,BLACK,Black,not-sustained
451,1044767,F,29.1,WHITE HISPANIC,White/Hispanic,unknown
452,1044768,M,35.8,ASIAN/PACIFIC ISLANDER,Asian,unknown
453,1044769,F,65.6,WHITE,White,not-sustained
454,1044771,F,45.7,BLACK,Black,unknown
455,1044772,M,48.7,WHITE,White,sustained
456,1044773,F,58.9,BLACK,Black,not-sustained
457,1044774,F,26.7,BLACK,Black,not-sustained
458,1044775,F,25.9,BLACK,Black,not-sustained
459,1044776,M,,BLACK,Black,not-sustained
460,1044777,M,40.0,WHITE HISPANIC,White/Hispanic,not-sustained
461,1044778,F,41.5,BLACK,Black,unknown
462,1044780,M,45.9,WHITE,White,unknown
463,1044781,F,,UNKNOWN,Unknown,unknown
464,1044782,F,44.9,WHITE,White,unknown
465,1044784,F,37.3,BLACK,Black,unknown
466,1044787,F,60.9,WHITE,White,unknown
467,1044788,F,60.9,WHITE,White,unknown
468,1044790,F,80.7,BLACK,Black,not-sustained
469,1044791,M,41.4,WHITE,White,unknown
470,1044793,M,51.0,WHITE,White,not-sustained
471,1044795,M,66.8,BLACK,Black,disciplined
472,1044801,M,29.0,BLACK,Black,not-sustained
473,1044802,F,28.5,BLACK,Black,not-sustained
474,1044803,F,65.7,WHITE HISPANIC,White/Hispanic,not-sustained
475,1044806,F,27.3,WHITE HISPANIC,White/Hispanic,not-sustained
476,1044808,M,28.2,WHITE HISPANIC,White/Hispanic,not-sustained
477,1044810,M,22.4,BLACK,Black,unknown
478,1044811,F,67.1,BLACK,Black,unknown
479,1044812,F,28.1,BLACK,Black,unknown
480,1044813,M,42.0,BLACK,Black,not-sustained
481,1044814,M,52.4,WHITE,White,not-sustained
482,1044815,M,52.4,WHITE,White,not-sustained
483,1044824,F,38.2,WHITE,White,unknown
484,1044827,M,55.3,BLACK,Black,not-sustained
485,1044830,M,34.4,BLACK,Black,not-sustained
486,1044831,F,36.8,BLACK,Black,unknown
487,1044835,M,28.3,BLACK,Black,not-sustained
488,1044837,M,48.8,BLACK,Black,not-sustained
489,1044838,M,40.1,BLACK,Black,not-sustained
490,1044839,M,43.0,BLACK,Black,not-sustained
491,1044843,M,50.2,WHITE,White,not-sustained
492,1044846,M,41.7,UNKNOWN,Unknown,not-sustained
493,1044847,F,59.1,BLACK,Black,not-sustained
494,1044851,F,35.7,WHITE HISPANIC,White/Hispanic,not-sustained
495,1044852,M,43.1,WHITE HISPANIC,White/Hispanic,not-sustained
496,1044853,F,59.1,HISPANIC,Hispanic,not-sustained
497,1044855,M,52.2,WHITE,White,unknown
498,1044859,F,38.5,WHITE HISPANIC,White/Hispanic,unknown
499,1044860,F,70.9,BLACK,Black,unknown
500,1044863,M,35.3,BLACK,Black,not-sustained
501,1044864,F,58.7,BLACK,Black,unknown
502,1044865,M,50.5,BLACK,Black,not-sustained
503,1044866,F,46.6,BLACK,Black,not-sustained
504,1044867,F,,WHITE,White,not-sustained
505,1044869,M,69.7,BLACK,Black,not-sustained
506,1044872,M,66.6,BLACK,Black,not-sustained
507,1044874,M,45.4,BLACK,Black,unknown
508,1044875,M,51.3,BLACK,Black,not-sustained
509,1044879,M,28.9,BLACK,Black,unknown
510,1044882,M,35.5,BLACK,Black,not-sustained
511,1044883,F,46.3,BLACK,Black,not-sustained
512,1044884,F,50.3,BLACK,Black,unknown
513,1044885,M,56.9,BLACK,Black,not-sustained
514,1044886,M,29.4,BLACK,Black,not-sustained
515,1044890,F,44.0,BLACK,Black,not-sustained
516,1044891,M,34.4,BLACK,Black,not-sustained
517,1044892,M,50.1,WHITE,White,unknown
518,1044894,M,45.7,WHITE,White,unknown
519,1044895,F,50.7,WHITE HISPANIC,White/Hispanic,unknown
520,1044896,M,54.9,BLACK,Black,open-investigation
521,1044897,F,36.1,BLACK,Black,unknown
522,1044898,M,42.7,BLACK,Black,not-sustained
523,1044902,M,25.4,BLACK,Black,not-sustained
524,1044904,F,37.0,WHITE,White,unknown
525,1044905,M,32.2,WHITE HISPANIC,White/Hispanic,unknown
526,1044906,M,,WHITE,White,not-sustained
527,1044914,M,27.6,BLACK,Black,not-sustained
528,1044916,M,47.7,BLACK,Black,not-sustained
529,1044917,F,35.8,BLACK,Black,unknown
530,1044919,F,57.0,UNKNOWN,Unknown,unknown
531,1044921,M,,BLACK,Black,not-sustained
532,1044922,F,24.8,BLACK,Black,not-sustained
533,1044923,M,34.1,BLACK,Black,not-sustained
534,1044925,M,42.0,BLACK,Black,not-sustained
535,1044926,F,41.7,BLACK,Black,unknown
536,1044928,F,38.1,BLACK,Black,open-investigation
537,1044936,M,38.1,BLACK,Black,not-sustained
538,1044937,M,36.5,BLACK,Black,not-sustained
539,1044939,M,41.1,BLACK,Black,unknown
